_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 0, epoch 50, representative training free energy -426.44449704
Pre-training layer 0, epoch 50, validation free energy -419.27085965
Pre-training layer 0, epoch 51, cost -75.3668150043
Pre-training layer 0, epoch 52, cost -75.3485889053
Pre-training layer 0, epoch 53, cost -75.1672941971
Pre-training layer 0, epoch 54, cost -75.0381527805
Pre-training layer 0, epoch 55, cost -75.1037940311
Pre-training layer 0, epoch 55, representative training free energy -427.994894287
Pre-training layer 0, epoch 55, validation free energy -420.544771973
Pre-training layer 0, epoch 56, cost -74.9488749886
Pre-training layer 0, epoch 57, cost -74.843890295
Pre-training layer 0, epoch 58, cost -74.8212858963
Pre-training layer 0, epoch 59, cost -74.7632919216
Pre-training layer 0, epoch 60, cost -74.612410965
Pre-training layer 0, epoch 60, representative training free energy -424.714530884
Pre-training layer 0, epoch 60, validation free energy -416.943992004
Pre-training layer 0, epoch 61, cost -74.5894230938
Pre-training layer 0, epoch 62, cost -74.6133636951
Pre-training layer 0, epoch 63, cost -74.256080904
Pre-training layer 0, epoch 64, cost -74.1830072689
Pre-training layer 0, epoch 65, cost -74.241361227
Pre-training layer 0, epoch 65, representative training free energy -419.174532379
Pre-training layer 0, epoch 65, validation free energy -411.381884766
Pre-training layer 0, epoch 66, cost -74.2023338699
Pre-training layer 0, epoch 67, cost -74.1038944817
Pre-training layer 0, epoch 68, cost -74.1186953354
Pre-training layer 0, epoch 69, cost -73.8713643551
Pre-training layer 0, epoch 70, cost -73.8811444569
Pre-training layer 0, epoch 70, representative training free energy -425.288008179
Pre-training layer 0, epoch 70, validation free energy -416.936465332
Pre-training layer 0, epoch 71, cost -73.9071039677
Pre-training layer 0, epoch 72, cost -73.6705687332
Pre-training layer 0, epoch 73, cost -73.640048418
Pre-training layer 0, epoch 74, cost -73.6529800701
Pre-training layer 0, epoch 75, cost -73.5373592854
Pre-training layer 0, epoch 75, representative training free energy -420.533655334
Pre-training layer 0, epoch 75, validation free energy -413.062720123
Pre-training layer 0, epoch 76, cost -73.4368575096
Pre-training layer 0, epoch 77, cost -73.3904478645
Pre-training layer 0, epoch 78, cost -73.4322565269
Pre-training layer 0, epoch 79, cost -73.3516088104
Pre-training layer 0, epoch 80, cost -73.1838020897
Pre-training layer 0, epoch 80, representative training free energy -418.545623352
Pre-training layer 0, epoch 80, validation free energy -410.211135468
Pre-training layer 0, epoch 81, cost -73.206779623
Pre-training layer 0, epoch 82, cost -73.1208646202
Pre-training layer 0, epoch 83, cost -73.0761749077
Pre-training layer 0, epoch 84, cost -73.0642797089
Pre-training layer 0, epoch 85, cost -72.9622745609
Pre-training layer 0, epoch 85, representative training free energy -418.156530121
Pre-training layer 0, epoch 85, validation free energy -410.326708801
Pre-training layer 0, epoch 86, cost -72.9320974636
Pre-training layer 0, epoch 87, cost -72.8037881565
Pre-training layer 0, epoch 88, cost -72.8219000244
Pre-training layer 0, epoch 89, cost -72.859594202
Pre-training layer 0, epoch 90, cost -72.6783173275
Pre-training layer 0, epoch 90, representative training free energy -418.091686859
Pre-training layer 0, epoch 90, validation free energy -409.637865662
Pre-training layer 0, epoch 91, cost -72.7430359364
Pre-training layer 0, epoch 92, cost -72.6620042801
Pre-training layer 0, epoch 93, cost -72.5035300636
Pre-training layer 0, epoch 94, cost -72.5217708778
Pre-training layer 0, epoch 95, cost -72.5502914143
Pre-training layer 0, epoch 95, representative training free energy -416.266100494
Pre-training layer 0, epoch 95, validation free energy -407.848406769
Pre-training layer 0, epoch 96, cost -72.4245638561
Pre-training layer 0, epoch 97, cost -72.4150093555
Pre-training layer 0, epoch 98, cost -72.3763288403
Pre-training layer 0, epoch 99, cost -72.2406241798
Pre-training layer 1, epoch 0, cost -324.496184006
Pre-training layer 1, epoch 0, representative training free energy -58225.0369824
Pre-training layer 1, epoch 0, validation free energy -57656.8961191
Pre-training layer 1, epoch 1, cost -279.000039177
Pre-training layer 1, epoch 2, cost -265.263033066
Pre-training layer 1, epoch 3, cost -257.045785332
Pre-training layer 1, epoch 4, cost -251.449254417
Pre-training layer 1, epoch 5, cost -247.302918968
Pre-training layer 1, epoch 5, representative training free energy -78207.772543
Pre-training layer 1, epoch 5, validation free energy -77364.2150918
Pre-training layer 1, epoch 6, cost -244.160388412
Pre-training layer 1, epoch 7, cost -241.631961632
Pre-training layer 1, epoch 8, cost -239.51573719
Pre-training layer 1, epoch 9, cost -237.918837204
Pre-training layer 1, epoch 10, cost -236.370646667
Pre-training layer 1, epoch 10, representative training free energy -84235.8239434
Pre-training layer 1, epoch 10, validation free energy -83303.7307246
Pre-training layer 1, epoch 11, cost -235.133171692
Pre-training layer 1, epoch 12, cost -233.925178032
Pre-training layer 1, epoch 13, cost -232.900464516
Pre-training layer 1, epoch 14, cost -231.978343391
Pre-training layer 1, epoch 15, cost -231.226411133
Pre-training layer 1, epoch 15, representative training free energy -87923.3365684
Pre-training layer 1, epoch 15, validation free energy -86953.3321719
Pre-training layer 1, epoch 16, cost -230.488439484
Pre-training layer 1, epoch 17, cost -229.792967758
Pre-training layer 1, epoch 18, cost -229.133422966
Pre-training layer 1, epoch 19, cost -228.644523277
Pre-training layer 1, epoch 20, cost -228.105270996
Pre-training layer 1, epoch 20, representative training free energy -90524.4674316
Pre-training layer 1, epoch 20, validation free energy -89505.5053633
Pre-training layer 1, epoch 21, cost -227.617380257
Pre-training layer 1, epoch 22, cost -227.183426323
Pre-training layer 1, epoch 23, cost -226.773335648
Pre-training layer 1, epoch 24, cost -226.285488586
Pre-training layer 1, epoch 25, cost -225.954972878
Pre-training layer 1, epoch 25, representative training free energy -92394.494918
Pre-training layer 1, epoch 25, validation free energy -91362.9075352
Pre-training layer 1, epoch 26, cost -225.575480537
Pre-training layer 1, epoch 27, cost -225.275785103
Pre-training layer 1, epoch 28, cost -224.916777763
Pre-training layer 1, epoch 29, cost -224.713973694
Pre-training layer 1, epoch 30, cost -224.433196678
Pre-training layer 1, epoch 30, representative training free energy -94089.664334
Pre-training layer 1, epoch 30, validation free energy -93039.9299414
Pre-training layer 1, epoch 31, cost -224.046122169
Pre-training layer 1, epoch 32, cost -223.838053856
Pre-training layer 1, epoch 33, cost -223.614620132
Pre-training layer 1, epoch 34, cost -223.359406586
Pre-training layer 1, epoch 35, cost -222.999113579
Pre-training layer 1, epoch 35, representative training free energy -95402.7729883
Pre-training layer 1, epoch 35, validation free energy -94340.8394883
Pre-training layer 1, epoch 36, cost -222.908700256
Pre-training layer 1, epoch 37, cost -222.732155342
Pre-training layer 1, epoch 38, cost -222.388402023
Pre-training layer 1, epoch 39, cost -222.271215782
Pre-training layer 1, epoch 40, cost -222.098159409
Pre-training layer 1, epoch 40, representative training free energy -96610.6090723
Pre-training layer 1, epoch 40, validation free energy -95534.6355234
Pre-training layer 1, epoch 41, cost -221.972763939
Pre-training layer 1, epoch 42, cost -221.83678463
Pre-training layer 1, epoch 43, cost -221.543933411
Pre-training layer 1, epoch 44, cost -221.458730316
Pre-training layer 1, epoch 45, cost -221.353566704
Pre-training layer 1, epoch 45, representative training free energy -97802.1218711
Pre-training layer 1, epoch 45, validation free energy -96709.1730273
Pre-training layer 1, epoch 46, cost -221.128068924
Pre-training layer 1, epoch 47, cost -220.969734383
Pre-training layer 1, epoch 48, cost -220.880306664
Pre-training layer 1, epoch 49, cost -220.714028091
Pre-training layer 1, epoch 50, cost -220.583356056
Pre-training layer 1, epoch 50, representative training free energy -98721.7160605
Pre-training layer 1, epoch 50, validation free energy -97610.911293
Pre-training layer 1, epoch 51, cost -220.413202858
Pre-training layer 1, epoch 52, cost -220.348670921
Pre-training layer 1, epoch 53, cost -220.213467445
Pre-training layer 1, epoch 54, cost -219.981850815
Pre-training layer 1, epoch 55, cost -219.927260399
Pre-training layer 1, epoch 55, representative training free energy -99673.4754473
Pre-training layer 1, epoch 55, validation free energy -98550.9055586
Pre-training layer 1, epoch 56, cost -219.974840775
Pre-training layer 1, epoch 57, cost -219.794151993
Pre-training layer 1, epoch 58, cost -219.632496109
Pre-training layer 1, epoch 59, cost -219.552636604
Pre-training layer 1, epoch 60, cost -219.449943848
Pre-training layer 1, epoch 60, representative training free energy -100468.34834
Pre-training layer 1, epoch 60, validation free energy -99331.6135996
Pre-training layer 1, epoch 61, cost -219.417410355
Pre-training layer 1, epoch 62, cost -219.14073967
Pre-training layer 1, epoch 63, cost -219.137193947
Pre-training layer 1, epoch 64, cost -219.065674019
Pre-training layer 1, epoch 65, cost -219.002895889
Pre-training layer 1, epoch 65, representative training free energy -101284.134184
Pre-training layer 1, epoch 65, validation free energy -100129.342
Pre-training layer 1, epoch 66, cost -218.972282829
Pre-training layer 1, epoch 67, cost -218.83027771
Pre-training layer 1, epoch 68, cost -218.710650864
Pre-training layer 1, epoch 69, cost -218.611393318
Pre-training layer 1, epoch 70, cost -218.482289085
Pre-training layer 1, epoch 70, representative training free energy -101933.167828
Pre-training layer 1, epoch 70, validation free energy -100773.912348
Pre-training layer 1, epoch 71, cost -218.383271904
Pre-training layer 1, epoch 72, cost -218.361815147
Pre-training layer 1, epoch 73, cost -218.183628883
Pre-training layer 1, epoch 74, cost -218.212159348
Pre-training layer 1, epoch 75, cost -218.150686302
Pre-training layer 1, epoch 75, representative training free energy -102744.947041
Pre-training layer 1, epoch 75, validation free energy -101574.406906
Pre-training layer 1, epoch 76, cost -218.085211563
Pre-training layer 1, epoch 77, cost -218.006799469
Pre-training layer 1, epoch 78, cost -217.949705544
Pre-training layer 1, epoch 79, cost -217.807684021
Pre-training layer 1, epoch 80, cost -217.754633408
Pre-training layer 1, epoch 80, representative training free energy -103260.916133
Pre-training layer 1, epoch 80, validation free energy -102091.706094
Pre-training layer 1, epoch 81, cost -217.760944901
Pre-training layer 1, epoch 82, cost -217.664867516
Pre-training layer 1, epoch 83, cost -217.655588341
Pre-training layer 1, epoch 84, cost -217.497252884
Pre-training layer 1, epoch 85, cost -217.518097534
Pre-training layer 1, epoch 85, representative training free energy -103867.572795
Pre-training layer 1, epoch 85, validation free energy -102691.908016
Pre-training layer 1, epoch 86, cost -217.497222481
Pre-training layer 1, epoch 87, cost -217.333004646
Pre-training layer 1, epoch 88, cost -217.296056099
Pre-training layer 1, epoch 89, cost -217.219858398
Pre-training layer 1, epoch 90, cost -217.20855835
Pre-training layer 1, epoch 90, representative training free energy -104454.333834
Pre-training layer 1, epoch 90, validation free energy -103272.555457
Pre-training layer 1, epoch 91, cost -217.031568642
Pre-training layer 1, epoch 92, cost -217.097734756
Pre-training layer 1, epoch 93, cost -217.03349659
Pre-training layer 1, epoch 94, cost -216.86213356
Pre-training layer 1, epoch 95, cost -216.851007843
Pre-training layer 1, epoch 95, representative training free energy -105010.8781
Pre-training layer 1, epoch 95, validation free energy -103821.763
Pre-training layer 1, epoch 96, cost -216.934306908
Pre-training layer 1, epoch 97, cost -216.783521767
Pre-training layer 1, epoch 98, cost -216.84979557
Pre-training layer 1, epoch 99, cost -216.722037392
Pre-training layer 2, epoch 0, cost -118.667935696
Pre-training layer 2, epoch 0, representative training free energy 3613.4704455
Pre-training layer 2, epoch 0, validation free energy 3568.13651044
Pre-training layer 2, epoch 1, cost -88.8431332684
Pre-training layer 2, epoch 2, cost -82.20701931
Pre-training layer 2, epoch 3, cost -78.6081255245
Pre-training layer 2, epoch 4, cost -76.1611487389
Pre-training layer 2, epoch 5, cost -74.2115477753
Pre-training layer 2, epoch 5, representative training free energy 5577.33555383
Pre-training layer 2, epoch 5, validation free energy 5508.02827075
Pre-training layer 2, epoch 6, cost -72.8436880016
Pre-training layer 2, epoch 7, cost -71.5575344563
Pre-training layer 2, epoch 8, cost -70.7507463455
Pre-training layer 2, epoch 9, cost -70.0180422306
Pre-training layer 2, epoch 10, cost -69.3068810749
Pre-training layer 2, epoch 10, representative training free energy 6671.15304858
Pre-training layer 2, epoch 10, validation free energy 6584.91858081
Pre-training layer 2, epoch 11, cost -68.6392078781
Pre-training layer 2, epoch 12, cost -68.0992721081
Pre-training layer 2, epoch 13, cost -67.7351733875
Pre-training layer 2, epoch 14, cost -67.3197258759
Pre-training layer 2, epoch 15, cost -66.9067467022
Pre-training layer 2, epoch 15, representative training free energy 7436.59712964
Pre-training layer 2, epoch 15, validation free energy 7345.1747439
Pre-training layer 2, epoch 16, cost -66.557045145
Pre-training layer 2, epoch 17, cost -66.25146101
Pre-training layer 2, epoch 18, cost -65.9899254131
Pre-training layer 2, epoch 19, cost -65.7129866505
Pre-training layer 2, epoch 20, cost -65.5612804508
