_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 2, epoch 22, cost -57.0022314453
Pre-training layer 2, epoch 23, cost -56.9322283173
Pre-training layer 2, epoch 24, cost -56.7539603933
Pre-training layer 2, epoch 25, cost -56.5226678212
Pre-training layer 2, epoch 25, representative training free energy 199494.924977
Pre-training layer 2, epoch 25, validation free energy 198058.450133
Pre-training layer 2, epoch 26, cost -56.3108624013
Pre-training layer 2, epoch 27, cost -56.1394231415
Pre-training layer 2, epoch 28, cost -56.042415123
Pre-training layer 2, epoch 29, cost -55.8971718089
Pre-training layer 2, epoch 30, cost -55.7684342448
Pre-training layer 2, epoch 30, representative training free energy 212350.589875
Pre-training layer 2, epoch 30, validation free energy 210849.754906
Pre-training layer 2, epoch 31, cost -55.6848958715
Pre-training layer 2, epoch 32, cost -55.5280177053
Pre-training layer 2, epoch 33, cost -55.4935968145
Pre-training layer 2, epoch 34, cost -55.3270303599
Pre-training layer 2, epoch 35, cost -55.2460676956
Pre-training layer 2, epoch 35, representative training free energy 224196.62525
Pre-training layer 2, epoch 35, validation free energy 222612.461773
Pre-training layer 2, epoch 36, cost -55.1476096344
Pre-training layer 2, epoch 37, cost -55.070366478
Pre-training layer 2, epoch 38, cost -54.9139341863
Pre-training layer 2, epoch 39, cost -54.7753403346
Pre-training layer 2, epoch 40, cost -54.7560265986
Pre-training layer 2, epoch 40, representative training free energy 231521.135305
Pre-training layer 2, epoch 40, validation free energy 229845.166086
Pre-training layer 2, epoch 41, cost -54.6591286977
Pre-training layer 2, epoch 42, cost -54.5691913096
Pre-training layer 2, epoch 43, cost -54.5206991196
Pre-training layer 2, epoch 44, cost -54.400402743
Pre-training layer 2, epoch 45, cost -54.3534690603
Pre-training layer 2, epoch 45, representative training free energy 237617.079141
Pre-training layer 2, epoch 45, validation free energy 235933.717328
Pre-training layer 2, epoch 46, cost -54.2458775075
Pre-training layer 2, epoch 47, cost -54.185998764
Pre-training layer 2, epoch 48, cost -54.1633787791
Pre-training layer 2, epoch 49, cost -54.1284762446
Pre-training layer 2, epoch 50, cost -54.0862533442
Pre-training layer 2, epoch 50, representative training free energy 243948.071555
Pre-training layer 2, epoch 50, validation free energy 242182.679953
Pre-training layer 2, epoch 51, cost -54.0111413193
Pre-training layer 2, epoch 52, cost -53.834690539
Pre-training layer 2, epoch 53, cost -53.8542617289
Pre-training layer 2, epoch 54, cost -53.7469403203
Pre-training layer 2, epoch 55, cost -53.7178727595
Pre-training layer 2, epoch 55, representative training free energy 251645.843844
Pre-training layer 2, epoch 55, validation free energy 249814.829125
Pre-training layer 2, epoch 56, cost -53.6476898702
Pre-training layer 2, epoch 57, cost -53.5265761566
Pre-training layer 2, epoch 58, cost -53.6476117071
Pre-training layer 2, epoch 59, cost -53.6014754105
Pre-training layer 2, epoch 60, cost -53.4822777303
Pre-training layer 2, epoch 60, representative training free energy 256135.355141
Pre-training layer 2, epoch 60, validation free energy 254289.228117
Pre-training layer 2, epoch 61, cost -53.4020904795
Pre-training layer 2, epoch 62, cost -53.4418252563
Pre-training layer 2, epoch 63, cost -53.3079782232
Pre-training layer 2, epoch 64, cost -53.2713955053
Pre-training layer 2, epoch 65, cost -53.2334347661
Pre-training layer 2, epoch 65, representative training free energy 261263.359453
Pre-training layer 2, epoch 65, validation free energy 259384.816734
Pre-training layer 2, epoch 66, cost -53.2141278203
Pre-training layer 2, epoch 67, cost -53.1110241699
Pre-training layer 2, epoch 68, cost -53.0791835022
Pre-training layer 2, epoch 69, cost -53.0474997711
Pre-training layer 2, epoch 70, cost -52.9853660965
Pre-training layer 2, epoch 70, representative training free energy 266283.022492
Pre-training layer 2, epoch 70, validation free energy 264367.410242
Pre-training layer 2, epoch 71, cost -52.912446874
Pre-training layer 2, epoch 72, cost -52.8655359395
Pre-training layer 2, epoch 73, cost -52.8575948588
Pre-training layer 2, epoch 74, cost -52.7480381902
Pre-training layer 2, epoch 75, cost -52.7439873759
Pre-training layer 2, epoch 75, representative training free energy 268600.254727
Pre-training layer 2, epoch 75, validation free energy 266650.275602
Pre-training layer 2, epoch 76, cost -52.7964535777
Pre-training layer 2, epoch 77, cost -52.7968345388
Pre-training layer 2, epoch 78, cost -52.6772633998
Pre-training layer 2, epoch 79, cost -52.6691914368
Pre-training layer 2, epoch 80, cost -52.6861763
Pre-training layer 2, epoch 80, representative training free energy 272577.384437
Pre-training layer 2, epoch 80, validation free energy 270626.014992
Pre-training layer 2, epoch 81, cost -52.6061734517
Pre-training layer 2, epoch 82, cost -52.5106897736
Pre-training layer 2, epoch 83, cost -52.6492035421
Pre-training layer 2, epoch 84, cost -52.5248021062
Pre-training layer 2, epoch 85, cost -52.5054545212
Pre-training layer 2, epoch 85, representative training free energy 276913.845266
Pre-training layer 2, epoch 85, validation free energy 274947.33282
Pre-training layer 2, epoch 86, cost -52.3833135223
Pre-training layer 2, epoch 87, cost -52.3380085818
Pre-training layer 2, epoch 88, cost -52.4301594798
Pre-training layer 2, epoch 89, cost -52.4203434563
Pre-training layer 2, epoch 90, cost -52.3331287003
Pre-training layer 2, epoch 90, representative training free energy 279886.465742
Pre-training layer 2, epoch 90, validation free energy 277887.094789
Pre-training layer 2, epoch 91, cost -52.2563663356
Pre-training layer 2, epoch 92, cost -52.2198812358
Pre-training layer 2, epoch 93, cost -52.2375896835
Pre-training layer 2, epoch 94, cost -52.2588207118
Pre-training layer 2, epoch 95, cost -52.2240605164
Pre-training layer 2, epoch 95, representative training free energy 283653.095711
Pre-training layer 2, epoch 95, validation free energy 281609.10882
Pre-training layer 2, epoch 96, cost -52.1915615718
Pre-training layer 2, epoch 97, cost -52.1344003932
Pre-training layer 2, epoch 98, cost -52.0668841426
Pre-training layer 2, epoch 99, cost -52.1139518865
The pretraining code for file dbn_loop.pyc ran for 2.95m... getting the finetuning functions... finetuning the model
epoch 1, minibatch 300/300, validation error 16.500000 %
     epoch 1, minibatch 300/300, test error of best model 16.500000 %
epoch 2, minibatch 300/300, validation error 13.600000 %
     epoch 2, minibatch 300/300, test error of best model 11.600000 %
epoch 3, minibatch 300/300, validation error 11.400000 %
     epoch 3, minibatch 300/300, test error of best model 9.900000 %
epoch 4, minibatch 300/300, validation error 10.400000 %
     epoch 4, minibatch 300/300, test error of best model 9.100000 %
epoch 5, minibatch 300/300, validation error 9.900000 %
     epoch 5, minibatch 300/300, test error of best model 8.700000 %
epoch 6, minibatch 300/300, validation error 9.200000 %
     epoch 6, minibatch 300/300, test error of best model 8.000000 %
epoch 7, minibatch 300/300, validation error 8.500000 %
     epoch 7, minibatch 300/300, test error of best model 7.900000 %
epoch 8, minibatch 300/300, validation error 8.000000 %
     epoch 8, minibatch 300/300, test error of best model 7.400000 %
epoch 9, minibatch 300/300, validation error 7.900000 %
     epoch 9, minibatch 300/300, test error of best model 7.000000 %
epoch 10, minibatch 300/300, validation error 7.600000 %
     epoch 10, minibatch 300/300, test error of best model 7.100000 %
epoch 11, minibatch 300/300, validation error 7.500000 %
     epoch 11, minibatch 300/300, test error of best model 6.900000 %
epoch 12, minibatch 300/300, validation error 7.500000 %
epoch 13, minibatch 300/300, validation error 7.300000 %
     epoch 13, minibatch 300/300, test error of best model 6.600000 %
epoch 14, minibatch 300/300, validation error 7.300000 %
epoch 15, minibatch 300/300, validation error 7.000000 %
     epoch 15, minibatch 300/300, test error of best model 6.400000 %
epoch 16, minibatch 300/300, validation error 6.800000 %
     epoch 16, minibatch 300/300, test error of best model 6.300000 %
epoch 17, minibatch 300/300, validation error 6.500000 %
     epoch 17, minibatch 300/300, test error of best model 6.200000 %
epoch 18, minibatch 300/300, validation error 6.300000 %
     epoch 18, minibatch 300/300, test error of best model 6.200000 %
epoch 19, minibatch 300/300, validation error 6.200000 %
     epoch 19, minibatch 300/300, test error of best model 6.200000 %
epoch 20, minibatch 300/300, validation error 6.200000 %
epoch 21, minibatch 300/300, validation error 6.200000 %
epoch 22, minibatch 300/300, validation error 6.200000 %
epoch 23, minibatch 300/300, validation error 6.000000 %
     epoch 23, minibatch 300/300, test error of best model 6.000000 %
epoch 24, minibatch 300/300, validation error 5.800000 %
     epoch 24, minibatch 300/300, test error of best model 6.000000 %
epoch 25, minibatch 300/300, validation error 5.800000 %
epoch 26, minibatch 300/300, validation error 5.800000 %
epoch 27, minibatch 300/300, validation error 5.800000 %
epoch 28, minibatch 300/300, validation error 5.800000 %
epoch 29, minibatch 300/300, validation error 5.800000 %
epoch 30, minibatch 300/300, validation error 5.900000 %
epoch 31, minibatch 300/300, validation error 5.800000 %
epoch 32, minibatch 300/300, validation error 5.800000 %
epoch 33, minibatch 300/300, validation error 5.900000 %
epoch 34, minibatch 300/300, validation error 5.800000 %
epoch 35, minibatch 300/300, validation error 5.800000 %
epoch 36, minibatch 300/300, validation error 5.900000 %
epoch 37, minibatch 300/300, validation error 5.900000 %
epoch 38, minibatch 300/300, validation error 5.800000 %
epoch 39, minibatch 300/300, validation error 5.800000 %
epoch 40, minibatch 300/300, validation error 5.800000 %
epoch 41, minibatch 300/300, validation error 5.700000 %
     epoch 41, minibatch 300/300, test error of best model 6.100000 %
epoch 42, minibatch 300/300, validation error 5.700000 %
epoch 43, minibatch 300/300, validation error 5.700000 %
epoch 44, minibatch 300/300, validation error 5.700000 %
epoch 45, minibatch 300/300, validation error 5.700000 %
epoch 46, minibatch 300/300, validation error 5.700000 %
epoch 47, minibatch 300/300, validation error 5.700000 %
epoch 48, minibatch 300/300, validation error 5.700000 %
epoch 49, minibatch 300/300, validation error 5.700000 %
epoch 50, minibatch 300/300, validation error 5.700000 %
epoch 51, minibatch 300/300, validation error 5.600000 %
     epoch 51, minibatch 300/300, test error of best model 5.900000 %
epoch 52, minibatch 300/300, validation error 5.600000 %
epoch 53, minibatch 300/300, validation error 5.600000 %
epoch 54, minibatch 300/300, validation error 5.600000 %
epoch 55, minibatch 300/300, validation error 5.500000 %
     epoch 55, minibatch 300/300, test error of best model 5.900000 %
epoch 56, minibatch 300/300, validation error 5.500000 %
epoch 57, minibatch 300/300, validation error 5.500000 %
epoch 58, minibatch 300/300, validation error 5.500000 %
epoch 59, minibatch 300/300, validation error 5.400000 %
     epoch 59, minibatch 300/300, test error of best model 5.800000 %
epoch 60, minibatch 300/300, validation error 5.400000 %
epoch 61, minibatch 300/300, validation error 5.400000 %
epoch 62, minibatch 300/300, validation error 5.400000 %
epoch 63, minibatch 300/300, validation error 5.400000 %
epoch 64, minibatch 300/300, validation error 5.400000 %
epoch 65, minibatch 300/300, validation error 5.400000 %
epoch 66, minibatch 300/300, validation error 5.400000 %
epoch 67, minibatch 300/300, validation error 5.400000 %
epoch 68, minibatch 300/300, validation error 5.400000 %
epoch 69, minibatch 300/300, validation error 5.400000 %
epoch 70, minibatch 300/300, validation error 5.400000 %
epoch 71, minibatch 300/300, validation error 5.400000 %
epoch 72, minibatch 300/300, validation error 5.400000 %
epoch 73, minibatch 300/300, validation error 5.400000 %
epoch 74, minibatch 300/300, validation error 5.300000 %
     epoch 74, minibatch 300/300, test error of best model 5.900000 %
epoch 75, minibatch 300/300, validation error 5.300000 %
epoch 76, minibatch 300/300, validation error 5.300000 %
epoch 77, minibatch 300/300, validation error 5.300000 %
epoch 78, minibatch 300/300, validation error 5.300000 %
epoch 79, minibatch 300/300, validation error 5.300000 %
epoch 80, minibatch 300/300, validation error 5.300000 %
epoch 81, minibatch 300/300, validation error 5.300000 %
epoch 82, minibatch 300/300, validation error 5.300000 %
epoch 83, minibatch 300/300, validation error 5.300000 %
epoch 84, minibatch 300/300, validation error 5.300000 %
epoch 85, minibatch 300/300, validation error 5.300000 %
epoch 86, minibatch 300/300, validation error 5.300000 %
epoch 87, minibatch 300/300, validation error 5.300000 %
epoch 88, minibatch 300/300, validation error 5.300000 %
epoch 89, minibatch 300/300, validation error 5.300000 %
epoch 90, minibatch 300/300, validation error 5.200000 %
     epoch 90, minibatch 300/300, test error of best model 6.000000 %
epoch 91, minibatch 300/300, validation error 5.200000 %
epoch 92, minibatch 300/300, validation error 5.200000 %
epoch 93, minibatch 300/300, validation error 5.200000 %
epoch 94, minibatch 300/300, validation error 5.200000 %
epoch 95, minibatch 300/300, validation error 5.200000 %
epoch 96, minibatch 300/300, validation error 5.200000 %
epoch 97, minibatch 300/300, validation error 5.200000 %
epoch 98, minibatch 300/300, validation error 5.200000 %
epoch 99, minibatch 300/300, validation error 5.200000 %
epoch 100, minibatch 300/300, validation error 5.200000 %
epoch 101, minibatch 300/300, validation error 5.200000 %
epoch 102, minibatch 300/300, validation error 5.200000 %
epoch 103, minibatch 300/300, validation error 5.200000 %
